township,date,soil_pH,rainfall_mm,temperature_c,local_grain_price,historic_yield_tons_per_ha,best_crop
Yangon,2022-05-05,7.7,420.3,28.6,707.0,3.99,Rice
Naypyidaw,2019-04-29,8.1,589.7,27.4,1155.0,2.36,Rice
Yangon,2020-09-02,5.8,357.3,24.5,1833.0,6.23,Wheat
Meiktila,2018-07-07,8.5,18.8,34.4,615.0,6.69,Sesame
Bago,2022-12-02,5.6,35.8,27.0,866.0,5.59,Sesame
Magway,2019-06-16,7.1,292.4,22.4,875.0,1.54,Wheat
Meiktila,2020-04-23,6.7,443.8,27.1,830.0,7.41,Rice
Magway,2022-02-11,7.7,182.7,33.1,901.0,4.69,Beans
Meiktila,2023-08-25,5.4,214.5,28.2,1229.0,7.65,Corn
Mandalay,2020-04-13,8.2,506.4,30.4,1329.0,3.13,Rice
Mandalay,2022-03-06,7.5,474.9,20.7,1160.0,2.65,Rice
Naypyidaw,2019-04-13,5.1,503.4,25.4,951.0,5.12,Beans
Mandalay,2018-09-02,6.0,369.8,29.9,1077.0,7.04,Corn
Yangon,2020-07-08,5.7,118.8,28.6,958.0,1.37,Beans
Meiktila,2021-11-25,8.3,546.9,35.1,1742.0,3.35,Rice
Magway,2020-06-05,7.7,211.2,36.6,1141.0,4.04,Corn
Yangon,2019-03-24,6.9,572.0,38.6,1986.0,3.01,Rice
Meiktila,2023-03-14,6.5,434.3,35.4,1940.0,2.82,Rice
Naypyidaw,2020-09-02,5.5,19.0,36.0,628.0,7.66,Sesame
Taungoo,2021-04-26,6.2,242.8,32.3,1489.0,3.53,Corn
Pathein,2018-02-20,5.4,345.4,26.4,768.0,2.85,Corn
Naypyidaw,2018-03-12,6.5,285.2,39.3,1766.0,4.36,Corn
Taungoo,2022-08-01,5.2,563.9,25.5,971.0,5.27,Beans
Mandalay,2022-12-10,5.6,461.9,25.5,691.0,7.08,Beans
Bago,2019-08-25,8.0,397.0,24.7,776.0,5.58,Wheat
Meiktila,2022-12-09,7.0,34.8,34.3,1572.0,1.43,Sesame
Magway,2020-11-20,5.1,508.5,37.0,567.0,4.78,Beans
Taungoo,2021-12-03,5.4,309.1,22.3,806.0,1.54,Wheat
Pathein,2022-03-02,7.9,411.8,21.4,925.0,3.99,Rice
Yangon,2021-08-30,7.1,222.6,39.5,1062.0,7.28,Corn
Magway,2018-05-08,5.6,36.3,38.6,538.0,7.38,Sesame
Pathein,2020-05-16,7.8,311.4,35.6,1372.0,4.56,Corn
Monywa,2020-05-30,6.3,353.8,33.1,1644.0,2.05,Corn
Mandalay,2018-11-13,8.4,595.5,31.3,1445.0,7.98,Rice
Sagaing,2019-05-12,8.0,321.4,21.0,1287.0,4.31,Wheat
Naypyidaw,2021-07-22,5.9,503.2,25.9,865.0,2.71,Beans
Monywa,2020-08-03,6.6,451.4,22.3,1599.0,2.69,Rice
Sagaing,2022-01-22,5.3,340.7,21.5,1226.0,3.54,Wheat
Taungoo,2023-01-13,7.8,145.6,36.6,1889.0,7.91,Beans
Taungoo,2022-07-28,7.4,402.9,32.1,1012.0,6.57,Rice
Mandalay,2018-11-30,6.4,308.0,23.0,1822.0,4.46,Wheat
Taungoo,2020-01-07,8.1,19.2,22.4,1332.0,2.84,Sesame
Naypyidaw,2019-02-18,5.4,30.1,28.6,1985.0,5.83,Sesame
Bago,2023-10-11,8.0,552.0,38.1,1103.0,3.48,Rice
Meiktila,2020-09-15,7.5,80.2,37.9,1387.0,7.29,Sesame
Pathein,2019-03-18,8.5,36.7,34.8,1173.0,3.48,Sesame
Sagaing,2023-01-17,7.6,267.1,35.2,1600.0,5.9,Corn
Pathein,2023-09-18,5.3,538.4,31.9,1474.0,3.59,Beans
Sagaing,2021-08-05,6.5,310.1,31.8,645.0,7.61,Corn
Magway,2023-07-14,6.2,342.8,37.9,1766.0,5.06,Corn
Sagaing,2021-03-14,6.1,198.0,23.6,1721.0,2.0,Wheat
Taungoo,2022-10-30,6.8,349.3,32.3,927.0,1.7,Corn
Mandalay,2021-03-25,6.0,269.0,37.7,1877.0,3.02,Corn
Pathein,2019-03-11,8.2,403.2,22.8,1758.0,2.45,Rice
Bago,2018-04-23,7.1,33.4,37.8,793.0,4.77,Sesame
Naypyidaw,2018-04-16,6.3,176.3,39.0,1167.0,3.99,Beans
Bago,2023-02-02,6.0,74.7,34.1,1167.0,6.91,Sesame
Sagaing,2023-07-14,5.9,520.1,39.9,675.0,6.12,Beans
Monywa,2018-11-20,7.6,141.2,21.5,1003.0,2.1,Wheat
Naypyidaw,2023-10-02,7.4,53.7,33.8,558.0,7.25,Sesame
Mandalay,2023-11-06,6.1,506.4,33.2,553.0,7.14,Rice
Yangon,2020-10-04,5.5,232.0,38.9,898.0,5.71,Corn
Bago,2023-06-08,7.8,442.8,25.7,1814.0,2.39,Rice
Meiktila,2020-05-27,5.0,49.7,31.2,767.0,2.46,Sesame
Sagaing,2020-12-13,7.1,382.3,24.7,1296.0,3.44,Wheat
Bago,2021-05-14,7.9,526.3,33.4,1445.0,4.43,Rice
Pathein,2022-01-02,6.9,184.3,24.4,1845.0,7.74,Wheat
Magway,2022-09-15,8.4,202.0,33.2,1197.0,1.81,Corn
Monywa,2019-04-11,6.2,244.9,22.6,1760.0,7.18,Wheat
Naypyidaw,2022-08-15,7.4,27.1,25.4,1776.0,2.51,Sesame
Sagaing,2018-09-07,7.0,200.7,33.5,1714.0,3.88,Corn
Sagaing,2022-06-21,5.9,42.2,29.7,1454.0,2.53,Sesame
Yangon,2021-06-17,6.6,140.6,37.5,1669.0,4.75,Beans
Mandalay,2021-09-12,5.5,328.5,39.0,1069.0,1.15,Corn
Monywa,2021-12-15,7.7,336.2,33.1,1043.0,4.63,Corn
Taungoo,2019-10-06,7.9,243.4,34.4,742.0,3.03,Corn
Monywa,2021-09-19,6.4,336.2,25.0,1768.0,1.1,Corn
Meiktila,2019-02-24,6.8,476.9,20.8,536.0,2.98,Rice
Taungoo,2018-05-19,6.0,82.9,35.7,697.0,5.59,Sesame
Magway,2018-12-14,5.3,307.7,34.1,530.0,6.13,Corn
Meiktila,2019-09-14,5.3,357.0,27.8,1789.0,6.82,Corn
Monywa,2022-10-08,6.8,23.8,25.5,896.0,2.42,Sesame
Pathein,2023-04-15,6.3,263.4,24.4,918.0,3.84,Wheat
Magway,2023-12-25,6.8,235.6,39.9,1927.0,6.09,Corn
Meiktila,2019-03-20,6.6,350.9,20.5,1171.0,6.4,Wheat
Naypyidaw,2019-03-23,7.2,206.1,36.2,643.0,7.83,Corn
Bago,2020-04-30,8.0,299.0,25.0,1425.0,1.99,Corn
Naypyidaw,2023-11-14,7.5,344.3,24.6,878.0,6.37,Wheat
Magway,2021-10-15,7.9,31.5,33.8,1807.0,5.19,Sesame
Magway,2020-05-06,7.6,478.9,30.9,1478.0,3.19,Rice
Monywa,2023-03-05,7.5,313.5,37.2,622.0,7.95,Corn
Mandalay,2022-10-10,7.4,231.7,35.1,1622.0,2.13,Corn
Bago,2020-03-19,6.5,583.4,20.8,756.0,3.97,Rice
Meiktila,2023-06-19,5.5,525.8,28.4,676.0,1.06,Beans
Magway,2021-01-15,6.8,372.9,27.4,712.0,5.55,Corn
Meiktila,2020-04-17,7.8,571.7,27.4,1208.0,5.23,Rice
Taungoo,2021-09-14,8.2,434.9,37.0,1287.0,1.95,Rice
Naypyidaw,2018-02-10,6.1,115.7,29.4,508.0,7.95,Beans
Taungoo,2020-03-27,7.4,327.3,26.6,1203.0,1.43,Corn
Bago,2018-10-01,6.2,339.9,24.5,1892.0,5.4,Wheat
Magway,2021-03-10,7.9,522.2,31.7,1437.0,3.14,Rice
Sagaing,2020-11-09,7.0,388.5,24.1,654.0,5.15,Wheat
Taungoo,2021-02-20,5.6,342.6,22.5,1467.0,4.66,Wheat
Sagaing,2021-09-14,7.0,513.5,32.1,1606.0,7.77,Rice
Pathein,2023-04-24,5.7,11.6,24.6,1894.0,2.52,Sesame
Pathein,2019-08-24,5.5,290.5,20.0,1955.0,1.54,Wheat
Bago,2023-09-27,7.8,261.0,29.4,1640.0,3.12,Corn
Taungoo,2022-05-30,6.3,237.5,29.5,1283.0,3.18,Corn
Meiktila,2018-11-17,8.1,506.9,39.1,1750.0,7.62,Rice
Bago,2022-11-26,7.0,299.2,35.8,1337.0,5.8,Corn
Sagaing,2021-11-27,5.6,521.0,37.1,1019.0,6.4,Beans
Sagaing,2020-05-25,7.2,527.0,38.4,1061.0,2.34,Rice
Yangon,2020-03-13,6.5,320.3,20.1,641.0,3.17,Wheat
Monywa,2020-11-05,6.8,17.7,25.5,1463.0,5.53,Sesame
Sagaing,2018-06-29,8.5,425.5,25.5,1358.0,1.4,Rice
Yangon,2023-04-13,8.5,383.0,29.8,1812.0,4.31,Corn
Meiktila,2019-03-02,5.1,27.0,37.9,1604.0,2.07,Sesame
Bago,2018-12-06,6.5,509.0,21.1,593.0,5.46,Rice
Mandalay,2021-02-10,8.4,124.6,32.3,1756.0,1.12,Beans
Monywa,2019-11-25,8.2,356.2,38.9,1911.0,4.61,Corn
Sagaing,2022-09-02,7.9,405.1,21.3,1252.0,6.78,Rice
Magway,2018-12-10,5.6,36.3,32.2,1114.0,5.82,Sesame
Yangon,2021-06-28,6.0,216.9,26.8,1544.0,4.98,Corn
Pathein,2023-03-12,5.3,551.6,23.7,976.0,1.6,Wheat
Yangon,2019-11-25,7.8,138.3,27.5,1586.0,1.57,Beans
Taungoo,2021-06-14,7.9,389.0,38.0,1634.0,2.34,Corn
Bago,2021-06-25,5.2,426.5,23.6,973.0,1.98,Wheat
Taungoo,2020-02-11,6.0,127.5,39.6,1159.0,2.82,Beans
Mandalay,2023-06-30,6.2,224.5,35.4,1744.0,4.66,Corn
Bago,2018-05-31,8.3,355.3,23.1,1991.0,4.98,Wheat
Sagaing,2021-11-21,7.3,412.4,25.8,1953.0,3.4,Rice
Meiktila,2021-01-06,5.3,466.3,25.2,547.0,4.27,Beans
Mandalay,2023-10-19,7.3,120.0,22.8,1058.0,5.11,Wheat
Sagaing,2018-05-19,6.1,71.7,27.2,738.0,7.31,Sesame
Naypyidaw,2021-10-02,6.2,542.8,23.7,744.0,3.51,Rice
Meiktila,2020-02-02,7.6,269.0,32.3,1542.0,5.16,Corn
Sagaing,2023-04-24,7.9,159.0,27.5,1518.0,3.37,Beans
Magway,2018-06-14,8.4,527.7,35.3,1260.0,7.31,Rice
Sagaing,2022-10-11,7.7,572.8,28.0,1268.0,1.2,Rice
Magway,2023-11-17,5.7,583.7,35.0,1000.0,1.91,Beans
Yangon,2019-01-06,6.1,461.8,36.0,748.0,4.21,Rice
Yangon,2019-08-28,5.7,111.5,26.2,1787.0,2.29,Beans
Sagaing,2019-01-05,7.5,100.9,31.1,507.0,6.43,Beans
Bago,2021-11-12,5.3,334.4,27.9,1208.0,2.49,Corn
Sagaing,2023-03-14,7.5,460.2,21.9,1645.0,1.9,Rice
Bago,2022-06-26,7.7,539.8,36.4,1137.0,6.11,Rice
Sagaing,2023-12-28,5.3,298.1,34.8,833.0,5.11,Corn
Pathein,2019-12-31,7.7,227.8,26.8,1416.0,6.76,Corn
Sagaing,2018-11-13,7.3,91.5,23.8,1153.0,2.48,Sesame
Monywa,2022-04-23,7.3,261.2,25.7,1732.0,3.71,Corn
Yangon,2020-12-05,8.4,258.8,23.3,1751.0,5.78,Wheat
Naypyidaw,2018-12-05,6.2,442.3,33.1,1710.0,3.83,Rice
Bago,2021-07-30,5.5,309.1,33.7,1481.0,1.08,Corn
Sagaing,2022-09-27,7.7,188.7,25.2,1405.0,5.44,Beans
Naypyidaw,2023-08-19,6.3,289.4,26.7,1047.0,4.75,Corn
Bago,2022-10-03,6.9,236.2,33.5,1006.0,2.05,Corn
Pathein,2020-11-22,5.7,489.6,34.6,573.0,4.18,Beans
Magway,2018-06-13,5.4,298.9,27.3,1530.0,7.22,Corn
Magway,2022-10-10,6.2,184.7,36.4,768.0,4.8,Beans
Monywa,2022-09-05,5.1,201.5,32.7,1036.0,5.17,Corn
Yangon,2023-12-17,7.6,156.7,21.7,1590.0,1.66,Wheat
Naypyidaw,2022-11-01,8.1,213.8,29.2,1878.0,5.32,Corn
Meiktila,2023-02-21,5.1,202.7,20.8,1586.0,5.27,Wheat
Mandalay,2022-04-14,6.8,438.0,26.8,953.0,5.46,Rice
Sagaing,2018-04-02,5.6,450.6,34.4,619.0,6.2,Beans
Sagaing,2019-04-22,7.8,346.8,39.9,1309.0,5.31,Corn
Taungoo,2018-07-20,6.3,289.0,35.2,1620.0,4.06,Corn
Bago,2021-02-07,6.8,37.0,28.0,927.0,2.27,Sesame
Yangon,2022-07-26,5.7,471.4,33.1,1194.0,2.92,Beans
Monywa,2019-02-02,5.8,20.7,26.5,932.0,1.45,Sesame
Pathein,2023-03-02,7.1,384.5,26.6,1895.0,3.72,Corn
Yangon,2021-11-05,6.2,214.4,28.9,1614.0,4.23,Corn
Taungoo,2023-12-21,7.4,407.1,25.1,1778.0,1.23,Rice
Mandalay,2023-06-16,7.0,213.7,24.2,1054.0,7.89,Wheat
Magway,2021-07-15,6.6,285.8,23.1,1436.0,5.09,Wheat
Pathein,2022-11-03,6.5,461.3,35.0,1616.0,2.99,Rice
Taungoo,2022-03-18,8.2,87.7,32.1,645.0,6.95,Sesame
Taungoo,2020-05-15,8.5,346.7,23.6,1666.0,2.11,Wheat
Sagaing,2022-08-01,6.2,138.5,38.0,1656.0,2.95,Beans
Mandalay,2021-07-25,6.8,324.2,24.5,1635.0,3.83,Wheat
Magway,2023-01-15,5.5,525.3,28.0,1745.0,1.02,Beans
Naypyidaw,2019-12-07,7.4,68.0,31.6,1127.0,3.93,Sesame
Taungoo,2018-04-29,7.2,91.8,32.4,1399.0,7.99,Sesame
Sagaing,2018-04-04,6.1,157.5,31.4,636.0,4.3,Beans
Monywa,2018-04-04,7.6,531.3,33.1,1795.0,4.86,Rice
Bago,2023-02-19,6.3,526.0,23.5,1882.0,7.56,Rice
Monywa,2019-06-28,6.0,537.7,24.1,868.0,4.23,Wheat
Pathein,2022-12-23,8.5,480.1,39.5,667.0,4.5,Rice
Pathein,2021-09-18,8.1,546.2,24.9,605.0,6.05,Rice
Yangon,2022-07-23,8.0,597.4,37.2,1126.0,1.49,Rice
Magway,2019-05-11,7.5,368.1,39.8,1158.0,6.0,Corn
Yangon,2021-04-14,7.8,498.7,34.5,1099.0,1.28,Rice
Meiktila,2022-12-08,6.5,83.2,22.9,1738.0,2.84,Sesame
Mandalay,2019-11-24,6.3,397.4,22.8,1224.0,2.7,Wheat
Magway,2019-02-02,6.2,419.3,29.2,1629.0,5.96,Rice
Magway,2021-11-03,6.0,272.4,35.7,1352.0,5.9,Corn
Pathein,2018-05-27,7.7,97.3,25.8,1056.0,2.55,Sesame
Monywa,2021-04-07,6.1,432.3,31.4,1570.0,3.13,Rice
Magway,2019-09-25,7.6,420.1,22.9,1076.0,3.05,Rice
Taungoo,2018-04-25,8.0,354.1,23.0,1046.0,1.08,Wheat
Meiktila,2023-10-18,6.4,374.9,23.4,734.0,3.41,Wheat
Meiktila,2021-07-11,6.8,233.0,38.5,1806.0,5.54,Corn
Naypyidaw,2019-12-20,6.7,234.1,33.4,837.0,1.45,Corn
Taungoo,2020-07-07,5.5,369.1,34.6,795.0,1.84,Corn
Naypyidaw,2023-02-25,7.0,386.8,20.2,1728.0,6.22,Wheat
Meiktila,2020-07-24,7.6,224.5,20.7,1928.0,5.38,Wheat
Meiktila,2018-10-03,6.0,577.4,36.9,619.0,4.76,Beans
Yangon,2023-01-04,7.0,156.3,25.1,1535.0,6.18,Beans
Taungoo,2020-07-24,7.4,279.1,20.8,1328.0,5.26,Wheat
Mandalay,2020-02-18,7.6,551.3,38.1,954.0,1.93,Rice
Taungoo,2020-07-21,5.9,459.4,29.5,1822.0,1.69,Beans
Yangon,2021-07-30,7.8,53.1,29.6,1214.0,4.09,Sesame
Mandalay,2020-05-30,7.1,187.0,20.2,1857.0,4.01,Wheat
Naypyidaw,2020-03-08,7.1,384.6,35.1,878.0,7.95,Corn
Sagaing,2021-01-13,6.7,114.2,30.1,1927.0,4.6,Beans
Magway,2020-12-18,8.0,156.9,25.5,963.0,4.93,Beans
Naypyidaw,2019-04-02,8.4,568.0,29.8,1962.0,3.23,Rice
Naypyidaw,2023-07-24,5.6,48.7,28.6,1888.0,3.13,Sesame
Naypyidaw,2021-11-03,7.2,327.8,23.7,1644.0,6.45,Wheat
Taungoo,2021-06-12,6.8,198.8,30.6,950.0,1.72,Beans
Pathein,2020-05-11,7.0,101.2,23.1,1679.0,6.36,Wheat
Bago,2019-10-06,6.1,314.7,29.5,1125.0,5.17,Corn
Magway,2020-07-25,8.3,288.5,37.1,717.0,3.13,Corn
Monywa,2021-12-20,7.9,196.1,26.2,1644.0,4.94,Beans
Yangon,2022-07-14,5.2,251.2,32.9,1185.0,1.98,Corn
Magway,2018-03-21,7.9,129.3,33.2,1749.0,2.79,Beans
Yangon,2021-08-11,6.5,235.6,31.2,1696.0,6.17,Corn
Pathein,2023-08-23,6.5,171.6,21.5,1584.0,2.12,Wheat
Pathein,2023-04-09,8.3,568.6,35.6,1940.0,3.73,Rice
Naypyidaw,2020-10-20,6.0,368.0,27.5,1459.0,1.71,Corn
Magway,2022-02-22,6.5,177.7,29.4,611.0,7.17,Beans
Sagaing,2019-09-14,8.1,358.0,31.5,1157.0,4.93,Corn
Monywa,2020-12-03,6.9,492.2,33.8,1655.0,1.98,Rice
Monywa,2022-01-19,8.2,273.0,37.7,1202.0,2.29,Corn
Naypyidaw,2022-01-23,6.2,409.8,34.1,1621.0,2.79,Rice
Yangon,2019-07-29,5.4,252.4,27.9,572.0,4.4,Corn
Meiktila,2018-09-04,8.2,312.2,20.3,548.0,4.06,Wheat
Meiktila,2021-09-01,7.8,300.3,31.5,1602.0,5.44,Corn
Pathein,2019-01-13,8.4,470.5,30.6,1769.0,6.59,Rice
Mandalay,2023-04-03,7.1,595.8,35.0,1146.0,6.37,Rice
Magway,2023-03-23,6.6,529.5,34.8,610.0,5.55,Rice
Pathein,2021-10-23,6.6,470.9,34.8,1834.0,7.64,Rice
Sagaing,2021-04-18,5.0,498.7,20.4,1141.0,2.58,Wheat
Magway,2020-07-01,7.0,463.0,30.6,800.0,5.58,Rice
Pathein,2021-12-23,8.1,431.8,31.5,722.0,2.32,Rice
Magway,2020-01-14,5.4,324.7,38.9,691.0,1.28,Corn
Monywa,2018-10-11,6.1,196.0,24.6,954.0,2.46,Wheat
Sagaing,2021-01-15,5.8,552.7,35.4,1816.0,1.19,Beans
Naypyidaw,2019-05-20,7.9,231.3,28.9,1610.0,6.21,Corn
Sagaing,2018-07-21,6.6,245.5,24.1,1722.0,3.66,Wheat
Mandalay,2019-12-19,6.8,351.2,30.3,814.0,2.14,Corn
Naypyidaw,2022-01-07,7.6,197.0,23.8,1700.0,7.9,Wheat
Monywa,2023-05-12,5.9,76.1,29.1,1705.0,1.05,Sesame
Sagaing,2019-02-14,6.2,568.0,36.7,1772.0,4.04,Rice
Magway,2020-07-28,8.5,59.8,32.9,1207.0,3.73,Sesame
Magway,2021-08-17,5.2,510.0,23.5,1278.0,1.06,Wheat
Bago,2023-04-09,7.7,46.1,36.0,1491.0,7.06,Sesame
Monywa,2022-08-27,7.9,257.4,23.5,727.0,4.63,Wheat
Bago,2022-02-04,8.1,74.5,23.2,959.0,4.48,Sesame
Monywa,2020-12-22,7.2,26.8,20.5,1206.0,1.2,Sesame
Bago,2022-07-28,5.2,232.5,32.0,737.0,4.68,Corn
Yangon,2021-11-29,8.1,64.4,39.8,1214.0,1.79,Sesame
Sagaing,2022-12-09,5.5,365.9,32.7,1204.0,3.18,Corn
Magway,2019-06-10,6.1,328.6,39.1,645.0,5.68,Corn
Naypyidaw,2020-03-14,5.4,313.7,36.1,1489.0,2.0,Corn
Mandalay,2022-07-13,6.0,372.9,25.0,1595.0,2.75,Corn
Magway,2021-09-08,7.5,282.7,31.8,1981.0,4.62,Corn
Magway,2019-06-24,6.1,231.1,22.9,1776.0,6.15,Wheat
Sagaing,2018-07-16,7.8,587.9,20.3,1753.0,5.44,Rice
Taungoo,2019-10-26,6.4,16.9,29.6,782.0,7.0,Sesame
Pathein,2022-07-20,6.6,136.8,32.4,677.0,4.82,Beans
Magway,2023-10-09,8.2,209.0,37.9,1710.0,2.79,Corn
Naypyidaw,2023-02-13,7.3,404.1,26.8,595.0,4.63,Rice
Monywa,2022-10-14,7.2,579.2,22.5,1186.0,2.59,Rice
Mandalay,2019-05-08,6.9,184.5,37.5,1154.0,3.15,Beans
Mandalay,2023-08-30,5.6,493.8,37.7,713.0,4.58,Beans
Taungoo,2018-03-10,5.7,449.3,30.5,1344.0,6.46,Beans
Meiktila,2023-11-21,5.2,324.6,30.8,1996.0,5.86,Corn
Bago,2022-03-14,5.6,411.4,32.7,839.0,7.01,Beans
Bago,2022-10-03,8.0,174.3,39.2,945.0,7.64,Beans
Meiktila,2022-09-22,8.1,286.1,22.7,501.0,7.57,Wheat
Magway,2021-06-30,5.7,442.7,31.9,1633.0,1.47,Beans
Bago,2019-08-12,6.7,104.5,39.4,1968.0,7.84,Beans
Sagaing,2019-10-16,7.3,240.7,23.9,606.0,6.84,Wheat
Magway,2019-07-30,8.1,82.8,34.8,728.0,7.61,Sesame
Naypyidaw,2019-08-07,7.4,458.7,20.2,967.0,1.82,Rice
Mandalay,2023-04-14,5.8,268.6,36.4,1415.0,4.79,Corn
Bago,2018-10-16,8.1,455.0,34.4,1924.0,7.13,Rice
Yangon,2022-04-12,7.9,160.7,32.5,753.0,3.98,Beans
Naypyidaw,2021-04-07,5.8,70.8,40.0,1399.0,5.22,Sesame
Monywa,2020-09-15,8.0,402.3,36.7,1133.0,7.74,Rice
Mandalay,2021-02-21,7.9,442.1,38.1,993.0,5.48,Rice
Magway,2021-12-31,5.3,69.7,36.1,1242.0,2.7,Sesame
Pathein,2022-11-12,7.3,71.3,35.6,1341.0,5.96,Sesame
Pathein,2022-03-20,7.1,523.5,33.4,662.0,1.29,Rice
Mandalay,2019-01-24,5.4,460.8,27.2,1856.0,5.71,Beans
Sagaing,2022-06-01,7.5,33.5,32.9,1191.0,4.08,Sesame
Meiktila,2018-06-02,8.3,489.8,32.6,1504.0,6.44,Rice
Yangon,2020-06-03,7.0,24.2,38.9,1881.0,1.69,Sesame
Yangon,2023-02-14,8.0,159.6,36.4,1960.0,3.41,Beans
Taungoo,2021-02-07,6.6,38.2,29.2,895.0,7.94,Sesame
Bago,2020-05-07,7.0,519.5,33.0,1630.0,6.18,Rice
Bago,2023-08-10,8.0,206.9,32.3,1754.0,6.18,Corn
Taungoo,2021-07-20,7.9,69.8,34.4,969.0,5.48,Sesame
Naypyidaw,2020-02-02,7.6,129.3,37.1,1006.0,4.4,Beans
Naypyidaw,2022-01-20,7.6,576.0,26.5,1373.0,1.78,Rice
Meiktila,2021-04-28,7.6,327.6,28.0,798.0,5.87,Corn
Mandalay,2022-07-16,8.0,96.0,26.8,700.0,3.48,Sesame
Sagaing,2019-03-01,8.0,444.4,37.5,1420.0,6.59,Rice
Mandalay,2021-08-19,8.5,271.1,20.8,1501.0,4.84,Wheat
Magway,2018-04-18,6.7,501.6,39.7,839.0,2.72,Rice
Taungoo,2019-08-19,5.0,153.8,20.4,1757.0,5.29,Wheat
Sagaing,2020-02-27,6.4,510.3,31.6,1833.0,5.39,Rice
Sagaing,2020-12-07,7.5,589.3,36.1,1055.0,2.84,Rice
Taungoo,2021-08-04,6.9,55.5,33.9,1741.0,3.25,Sesame
Taungoo,2019-06-12,5.3,551.3,39.7,1303.0,5.96,Beans
Mandalay,2020-07-22,7.5,433.4,32.9,1978.0,4.88,Rice
Naypyidaw,2021-01-07,7.0,41.4,32.4,1154.0,4.48,Sesame
Bago,2018-04-01,7.0,339.8,21.2,1801.0,3.43,Wheat
Bago,2018-09-19,7.4,48.6,34.4,1921.0,4.99,Sesame
Yangon,2023-07-04,6.5,461.0,22.7,1493.0,3.77,Rice
Magway,2021-06-01,6.2,346.2,37.5,716.0,7.62,Corn
Meiktila,2021-07-12,8.0,582.8,21.1,1381.0,6.28,Rice
Mandalay,2018-09-18,6.9,440.9,34.7,1402.0,2.74,Rice
Bago,2020-01-13,5.1,558.0,34.6,641.0,3.32,Beans
Sagaing,2022-05-06,7.8,235.0,29.5,774.0,6.93,Corn
Magway,2021-12-25,5.6,263.9,25.0,891.0,1.64,Corn
Taungoo,2020-07-17,6.2,391.9,21.6,641.0,4.16,Wheat
Magway,2018-03-25,8.1,45.9,31.1,643.0,5.78,Sesame
Yangon,2023-12-08,5.0,202.8,26.1,1352.0,6.6,Corn
Monywa,2018-10-12,8.3,121.2,32.4,828.0,2.27,Beans
Monywa,2019-02-02,8.1,548.4,32.0,1837.0,5.02,Rice
Bago,2023-09-10,5.5,493.2,20.6,1306.0,1.27,Wheat
Mandalay,2021-06-30,8.3,73.6,33.7,751.0,5.13,Sesame
Mandalay,2023-08-01,5.7,101.6,32.3,1182.0,3.36,Beans
Meiktila,2022-05-12,7.7,567.0,33.4,869.0,1.46,Rice
Bago,2020-09-07,8.4,299.6,35.9,588.0,1.29,Corn
Naypyidaw,2019-02-09,8.0,63.7,33.1,1344.0,7.38,Sesame
Meiktila,2023-11-07,6.4,332.4,24.0,1172.0,3.24,Wheat
Taungoo,2021-04-14,8.3,261.5,28.7,536.0,1.58,Corn
Mandalay,2021-08-09,7.0,369.7,26.1,1656.0,7.95,Corn
Yangon,2023-12-01,7.9,121.0,21.8,1622.0,7.24,Wheat
Pathein,2019-12-12,7.2,446.2,30.7,954.0,1.33,Rice
Taungoo,2021-12-11,8.4,40.9,36.5,1608.0,7.12,Sesame
Meiktila,2020-01-01,6.8,411.9,20.9,1186.0,2.5,Rice
Bago,2020-06-26,7.5,53.0,24.1,1461.0,2.45,Sesame
Yangon,2018-07-05,8.2,131.6,33.8,507.0,7.47,Beans
Taungoo,2021-09-16,8.4,592.4,36.5,1757.0,3.6,Rice
Yangon,2019-10-01,5.5,155.2,33.4,1134.0,7.17,Beans
Pathein,2021-06-22,5.7,528.4,34.7,1535.0,2.91,Beans
Sagaing,2022-08-22,6.3,507.2,23.8,880.0,6.45,Rice
Yangon,2022-06-08,5.1,462.6,22.6,606.0,5.83,Wheat
Mandalay,2019-04-18,5.6,476.8,21.3,751.0,4.76,Wheat
Magway,2022-06-20,6.0,179.0,37.1,1641.0,2.83,Beans
Sagaing,2020-04-07,8.3,337.3,30.0,1993.0,1.89,Corn
Naypyidaw,2023-05-16,5.4,144.9,36.7,1644.0,2.29,Beans
Mandalay,2020-09-17,6.5,228.8,34.8,1654.0,4.09,Corn
Meiktila,2020-02-14,7.7,437.7,20.9,729.0,1.1,Rice
Magway,2019-12-20,6.2,128.4,32.9,730.0,3.74,Beans
Magway,2023-09-02,5.2,118.5,23.9,1158.0,5.61,Wheat
Naypyidaw,2018-10-12,8.0,365.0,25.8,1321.0,2.13,Corn
Monywa,2018-08-21,5.4,48.4,30.4,1581.0,1.12,Sesame
Monywa,2022-02-26,5.1,541.9,33.7,505.0,1.04,Beans
Yangon,2022-05-07,7.7,80.6,24.5,1345.0,5.4,Sesame
Mandalay,2018-03-23,7.3,547.4,38.7,924.0,5.51,Rice
Pathein,2022-05-04,6.6,451.4,33.7,1018.0,5.29,Rice
Naypyidaw,2023-05-17,8.2,100.4,30.7,717.0,3.52,Beans
Bago,2022-05-11,8.5,530.3,27.4,1708.0,1.15,Rice
Bago,2018-06-24,6.6,429.3,30.8,1103.0,2.59,Rice
Monywa,2020-05-02,8.3,258.5,28.4,1166.0,6.13,Corn
Sagaing,2023-03-14,6.3,202.3,28.0,809.0,6.06,Corn
Taungoo,2020-02-22,7.0,569.3,34.6,1045.0,6.49,Rice
